FULL_NAME,STATUS,POSITION,MIN,FGM-A,FG3M-A,FTM-A,FIC,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,YEAR,GAME_ID,PLAYER_ID
Frankie Brian,Starter,SG,00:00,5-14,0-0,4-5,8.1,0,6,6,3,2,0,0,0,14,1951,1,1
Dike Eddleman,Bench,SF,00:00,2-9,0-0,3-5,-0.1,0,0,0,3,3,0,0,0,7,1951,1,4
Paul Arizin,Starter,PG,00:00,7-12,0-0,1-2,9.5,0,7,7,0,2,0,0,0,15,1951,1,76056
Ralph Beard,Bench,PG,00:00,3-8,0-0,0-3,2.6,0,3,3,2,1,0,0,0,6,1951,1,76131
Vince Boryla,Starter,SF,00:00,4-6,0-0,1-1,6.1,0,2,2,2,3,0,0,0,9,1951,1,76210
Bob Davies,Starter,PG,00:00,4-6,0-0,5-5,13.9,0,5,5,5,3,0,0,0,13,1951,1,76514
Larry Foust,Bench,C,00:00,1-6,0-0,0-0,1.8,0,5,5,2,3,0,0,0,2,1951,1,76744
Joe Fulks,Starter,SG,00:00,6-15,0-0,7-9,10.1,0,7,7,3,5,0,0,0,19,1951,1,76764
Harry Gallatin,Bench,PF,00:00,2-4,0-0,1-1,5.4,0,5,5,2,4,0,0,0,5,1951,1,76773
Alex Groza,Starter,PF,00:00,8-16,0-0,1-1,13.4,0,13,13,1,4,0,0,0,17,1951,1,76897
Ed Macauley,Starter,C,00:00,7-12,0-0,6-7,12.4,0,6,6,1,3,0,0,0,20,1951,1,77429
Dick McGuire,Bench,PG,00:00,3-4,0-0,0-0,15.8,0,5,5,10,2,0,0,0,6,1951,1,77537
Vern Mikkelsen,Starter,SF,00:00,4-11,0-0,3-4,7.5,0,9,9,1,3,0,0,0,11,1951,1,77593
Andy Phillip,Bench,SF,00:00,3-8,0-0,0-0,15,0,10,10,8,1,0,0,0,6,1951,1,77853
Jim Pollard,Bench,SF,00:00,2-11,0-0,0-0,3.2,0,4,4,5,1,0,0,0,4,1951,1,77867
Red Rocha,Bench,C,00:00,2-10,0-0,4-4,2.5,0,2,2,3,2,0,0,0,8,1951,1,77999
Fred Schaus,Bench,SF,00:00,2-9,0-0,4-4,3.2,0,4,4,2,3,0,0,0,8,1951,1,78075
Dolph Schayes,Starter,PF,00:00,7-10,0-0,1-2,19.8,0,14,14,3,1,0,0,0,15,1951,1,78076
Bob Cousy,Bench,PG,00:00,2-12,0-0,4-5,10.4,0,9,9,8,3,0,0,0,8,1951,1,600003
George Mikan,Starter,C,00:00,4-17,0-0,4-6,7.2,0,11,11,3,2,0,0,0,12,1951,1,600012
Frankie Brian,Bench,PG,25:00,4-10,0-0,5-6,11.5,0,7,7,4,2,0,0,0,13,1952,2,1
Dike Eddleman,Bench,SF,26:00,1-3,0-0,0-0,2.2,0,2,2,2,2,0,0,0,2,1952,2,4
Fred Scolari,Bench,PG,15:00,5-9,0-0,0-0,5.2,0,0,0,2,0,0,0,0,10,1952,2,5
Paul Arizin,Starter,SF,32:00,9-13,0-0,8-8,17.2,0,6,6,0,1,0,0,0,26,1952,2,76056
Leo Barnhorst,Bench,SF,23:00,7-16,0-0,0-1,3.1,0,2,2,2,4,0,0,0,14,1952,2,76110
Bob Davies,Bench,PG,27:00,4-11,0-0,0-0,2.8,0,0,0,5,4,0,0,0,8,1952,2,76514
Joe Fulks,Bench,SF,09:00,3-7,0-0,0-1,5.1,0,5,5,2,2,0,0,0,6,1952,2,76764
Harry Gallatin,Starter,PF,22:00,3-5,0-0,1-4,10,0,9,9,3,3,0,0,0,7,1952,2,76773
Ed Macauley,Starter,C,28:00,3-7,0-0,9-9,13.6,0,7,7,3,2,0,0,0,15,1952,2,77429
Dick McGuire,Bench,PG,18:00,0-0,0-0,1-3,4.6,0,1,1,4,0,0,0,0,1,1952,2,77537
Vern Mikkelsen,Starter,PF,23:00,5-8,0-0,2-2,11.8,0,10,10,0,2,0,0,0,12,1952,2,77593
Andy Phillip,Starter,SG,30:00,4-6,0-0,3-3,13.1,0,3,3,6,1,0,0,0,11,1952,2,77853
Jim Pollard,Starter,SF,29:00,2-17,0-0,0-0,3,0,11,11,5,3,0,0,0,4,1952,2,77867
Arnie Risen,Bench,C,19:00,3-7,0-0,0-1,3.6,0,5,5,1,3,0,0,0,6,1952,2,77967
Red Rocha,Bench,C,28:00,5-11,0-0,2-2,6.8,0,5,5,2,4,0,0,0,12,1952,2,77999
Paul Walther,Starter,SG,17:00,1-4,0-0,0-0,2,0,2,2,2,1,0,0,0,2,1952,2,78447
Bobby Wanzer,Starter,PG,22:00,1-8,0-0,2-2,5,0,5,5,5,2,0,0,0,4,1952,2,78453
Max Zaslofsky,Bench,SG,25:00,3-7,0-0,5-5,8.9,0,4,4,2,0,0,0,0,11,1952,2,78638
Bob Cousy,Starter,PG,33:00,4-14,0-0,1-2,12.2,0,4,4,13,3,0,0,0,9,1952,2,600003
George Mikan,Starter,C,29:00,9-19,0-0,8-9,18.1,0,15,15,1,5,0,0,0,26,1952,2,600012
Bill Gabor,Bench,SG,25:00,0-3,0-0,0-1,2.6,0,5,5,2,1,0,0,0,0,1953,3,6
Don Barksdale,Bench,SF,11:00,0-1,0-0,1-3,3.4,0,3,3,2,0,0,0,0,1,1953,3,76102
Leo Barnhorst,Bench,SF,13:00,1-2,0-0,0-1,2.4,0,3,3,1,2,0,0,0,2,1953,3,76110
Carl Braun,Bench,SG,21:00,1-4,0-0,1-1,2.9,0,3,3,2,2,0,0,0,3,1953,3,76243
Bob Davies,Bench,SG,17:00,3-7,0-0,3-6,4.8,0,3,3,2,2,0,0,0,9,1953,3,76514
Larry Foust,Bench,PF,18:00,5-7,0-0,0-0,7.2,0,6,6,0,4,0,0,0,10,1953,3,76744
Harry Gallatin,Starter,SF,19:00,1-4,0-0,1-2,3,0,3,3,2,1,0,0,0,3,1953,3,76773
Mel Hutchins,Starter,SF,30:00,1-8,0-0,0-1,4.1,0,6,6,5,2,0,0,0,2,1953,3,77089
Neil Johnston,Bench,C,27:00,5-13,0-0,1-2,8.5,0,12,12,0,2,0,0,0,11,1953,3,77169
Ed Macauley,Starter,C,35:00,5-12,0-0,8-8,13.2,0,7,7,3,2,0,0,0,18,1953,3,77429
Slater Martin,Bench,PG,26:00,2-10,0-0,1-1,-1.4,0,2,2,1,2,0,0,0,5,1953,3,77480
Vern Mikkelsen,Starter,PF,19:00,3-13,0-0,0-0,2.2,0,6,6,3,3,0,0,0,6,1953,3,77593
Andy Phillip,Starter,SG,36:00,4-9,0-0,1-1,13.4,0,6,6,8,2,0,0,0,9,1953,3,77853
Arnie Risen,Bench,C,19:00,2-7,0-0,1-3,5.9,0,9,9,2,3,0,0,0,5,1953,3,77967
Dolph Schayes,Starter,PF,26:00,2-7,0-0,4-4,12.5,0,13,13,3,3,0,0,0,8,1953,3,78076
Paul Seymour,Bench,SG,14:00,2-3,0-0,1-2,5.8,0,3,3,2,1,0,0,0,5,1953,3,78117
Bill Sharman,Starter,SG,26:00,5-8,0-0,1-1,6.6,0,4,4,0,2,0,0,0,11,1953,3,78126
Bobby Wanzer,Starter,PG,22:00,4-7,0-0,1-1,6.4,0,2,2,2,1,0,0,0,9,1953,3,78453
Bob Cousy,Starter,PG,36:00,4-11,0-0,7-7,10.4,0,5,5,3,1,0,0,0,15,1953,3,600003
George Mikan,Starter,C,40:00,9-26,0-0,4-4,14,0,16,16,2,2,0,0,0,22,1953,3,600012
Carl Braun,Bench,SG,29:00,4-8,0-0,1-1,6.1,0,4,4,2,3,0,0,0,9,1954,4,76243
Bob Davies,Bench,PG,31:00,8-16,0-0,2-3,11.6,0,5,5,5,4,0,0,0,18,1954,4,76514
Ray Felix,Starter,C,32:00,4-8,0-0,5-5,12.4,0,11,11,1,4,0,0,0,13,1954,4,76704
Larry Foust,Bench,PF,27:00,1-9,0-0,1-1,6.6,0,15,15,0,1,0,0,0,3,1954,4,76744
Harry Gallatin,Bench,PF,28:00,0-2,0-0,5-6,17.8,0,18,18,3,0,0,0,0,5,1954,4,76773
Mel Hutchins,Starter,PF,31:00,1-8,0-0,1-2,-1.2,0,4,4,2,5,0,0,0,3,1954,4,77089
Neil Johnston,Bench,C,20:00,2-9,0-0,2-4,4.5,0,7,7,2,1,0,0,0,6,1954,4,77169
Ed Macauley,Starter,PF,25:00,4-11,0-0,5-6,5.2,0,1,1,3,2,0,0,0,13,1954,4,77429
Slater Martin,Starter,PG,23:00,1-5,0-0,0-0,-0.2,0,0,0,3,3,0,0,0,2,1954,4,77480
Dick McGuire,Starter,SG,24:00,2-5,0-0,0-0,4.8,0,4,4,2,1,0,0,0,4,1954,4,77537
Andy Phillip,Bench,SF,19:00,1-4,0-0,0-1,3.4,0,3,3,3,1,0,0,0,2,1954,4,77853
Jim Pollard,Starter,SF,41:00,10-22,0-0,3-5,8.4,0,3,3,3,3,0,0,0,23,1954,4,77867
Arnie Risen,Bench,C,20:00,4-10,0-0,0-1,2.9,0,7,7,0,5,0,0,0,8,1954,4,77967
Dolph Schayes,Starter,SF,24:00,1-3,0-0,4-6,11,0,12,12,1,1,0,0,0,6,1954,4,78076
Paul Seymour,Bench,SG,19:00,2-6,0-0,4-4,4.8,0,1,1,3,2,0,0,0,8,1954,4,78117
Bill Sharman,Bench,PG,30:00,6-9,0-0,2-4,8.8,0,2,2,3,3,0,0,0,14,1954,4,78126
Don Sunderlage,Bench,SG,06:00,1-2,0-0,2-2,2.2,0,0,0,1,1,0,0,0,4,1954,4,78278
Bobby Wanzer,Starter,SG,36:00,5-13,0-0,2-3,5.6,0,2,2,6,6,0,0,0,12,1954,4,78453
Bob Cousy,Starter,PG,34:00,6-15,0-0,8-8,17.5,0,11,11,4,1,0,0,0,20,1954,4,600003
George Mikan,Starter,C,31:00,6-18,0-0,6-8,6.8,0,9,9,1,5,0,0,0,18,1954,4,600012
Paul Arizin,Bench,SF,23:00,4-9,0-0,1-2,2.5,0,2,2,2,5,0,0,0,9,1955,5,76056
Carl Braun,Bench,SG,16:00,4-6,0-0,0-0,6,0,2,2,2,2,0,0,0,8,1955,5,76243
Jack Coleman,Bench,PF,19:00,2-8,0-0,2-3,4.4,0,6,6,1,0,0,0,0,6,1955,5,76414
Larry Foust,Starter,C,24:00,3-10,0-0,1-1,4.9,0,7,7,1,1,0,0,0,7,1955,5,76744
Harry Gallatin,Starter,SF,36:00,4-7,0-0,5-5,18.4,0,14,14,3,2,0,0,0,13,1955,5,76773
Neil Johnston,Bench,C,15:00,1-7,0-0,1-1,2.9,0,6,6,1,0,0,0,0,3,1955,5,77169
Ed Macauley,Starter,C,27:00,1-5,0-0,4-5,4.9,0,4,4,2,1,0,0,0,6,1955,5,77429
Slater Martin,Bench,PG,23:00,2-5,0-0,1-2,5.5,0,2,2,5,3,0,0,0,5,1955,5,77480
Dick McGuire,Bench,PG,25:00,1-2,0-0,1-2,8.5,0,3,3,6,1,0,0,0,3,1955,5,77537
Vern Mikkelsen,Bench,PF,25:00,7-15,0-0,2-3,8.9,0,9,9,1,5,0,0,0,16,1955,5,77593
Bob Pettit,Bench,PF,27:00,3-14,0-0,2-4,4.8,0,9,9,2,0,0,0,0,8,1955,5,77847
Andy Phillip,Starter,SG,28:00,3-4,0-0,0-0,9.8,0,3,3,6,3,0,0,0,6,1955,5,77853
Jim Pollard,Starter,SF,27:00,7-19,0-0,3-3,4.1,0,4,4,0,1,0,0,0,17,1955,5,77867
Dolph Schayes,Starter,PF,29:00,6-12,0-0,3-3,13.6,0,13,13,1,4,0,0,0,15,1955,5,78076
Frank Selvy,Bench,SG,19:00,2-7,0-0,3-4,1.5,0,3,3,1,4,0,0,0,7,1955,5,78113
Paul Seymour,Starter,SG,16:00,3-8,0-0,2-2,4,0,3,3,1,1,0,0,0,8,1955,5,78117
Bill Sharman,Bench,SG,18:00,5-10,0-0,5-5,8.6,0,4,4,2,4,0,0,0,15,1955,5,78126
Bobby Wanzer,Starter,PG,26:00,3-7,0-0,2-2,4.2,0,3,3,2,4,0,0,0,8,1955,5,78453
George Yardley,Starter,PF,22:00,4-11,0-0,3-4,5.2,0,4,4,2,2,0,0,0,11,1955,5,78628
Bob Cousy,Starter,PG,35:00,7-14,0-0,6-7,18.1,0,9,9,5,1,0,0,0,20,1955,5,600003
Red Kerr,Bench,C,16:00,2-4,0-0,0-1,5.6,0,8,8,0,2,0,0,0,4,1956,6,8
Paul Arizin,Starter,SF,28:00,5-13,0-0,3-5,4.6,0,7,7,1,6,0,0,0,13,1956,6,76056
Larry Foust,Starter,C,20:00,3-9,0-0,3-4,3.2,0,4,4,0,1,0,0,0,9,1956,6,76744
Harry Gallatin,Bench,PF,30:00,5-12,0-0,6-7,8.1,0,5,5,2,4,0,0,0,16,1956,6,76773
Jack George,Bench,SG,21:00,2-7,0-0,2-2,3.8,0,3,3,2,1,0,0,0,6,1956,6,76800
Bob Harrison,Bench,PG,25:00,2-7,0-0,1-2,-2,0,0,0,1,4,0,0,0,5,1956,6,76962
Mel Hutchins,Starter,PF,27:00,5-11,0-0,1-2,5,0,4,4,0,0,0,0,0,11,1956,6,77089
Neil Johnston,Starter,C,25:00,5-9,0-0,7-11,13.1,0,10,10,1,3,0,0,0,17,1956,6,77169
Clyde Lovellette,Bench,C,22:00,3-10,0-0,1-3,3.9,0,10,10,0,4,0,0,0,7,1956,6,77414
Ed Macauley,Bench,PF,20:00,1-9,0-0,2-4,-1.2,0,2,2,3,3,0,0,0,4,1956,6,77429
Slater Martin,Starter,PG,29:00,3-7,0-0,3-3,7.9,0,1,1,7,5,0,0,0,9,1956,6,77480
Dick McGuire,Starter,SG,29:00,2-9,0-0,2-5,-0.1,0,0,0,3,1,0,0,0,6,1956,6,77537
Vern Mikkelsen,Bench,PF,22:00,5-13,0-0,6-7,10.4,0,9,9,2,4,0,0,0,16,1956,6,77593
Bob Pettit,Bench,PF,31:00,7-17,0-0,6-7,27.6,0,24,24,7,4,0,0,0,20,1956,6,77847
Dolph Schayes,Starter,PF,25:00,4-8,0-0,6-10,8.2,0,4,4,2,2,0,0,0,14,1956,6,78076
Bill Sharman,Bench,PG,22:00,2-8,0-0,3-5,1.4,0,3,3,1,2,0,0,0,7,1956,6,78126
Bobby Wanzer,Starter,SG,25:00,4-8,0-0,5-6,8.5,0,5,5,2,4,0,0,0,13,1956,6,78453
George Yardley,Starter,SF,19:00,3-7,0-0,2-3,6.6,0,6,6,1,1,0,0,0,8,1956,6,78628
Bob Cousy,Starter,PG,24:00,2-8,0-0,3-4,3.8,0,7,7,2,6,0,0,0,7,1956,6,600003
Maurice Stokes,Bench,PF,20:00,4-11,0-0,2-5,11.4,0,16,16,2,5,0,0,0,10,1956,6,600016
Tommy Heinsohn,Bench,PF,23:00,5-17,0-0,2-2,2.2,0,7,7,0,3,0,0,0,12,1957,7,10
Paul Arizin,Starter,SF,26:00,6-13,0-0,1-2,5.2,0,5,5,0,2,0,0,0,13,1957,7,76056
Carl Braun,Bench,SG,24:00,4-9,0-0,2-2,5.8,0,3,3,2,2,0,0,0,10,1957,7,76243
Nat Clifton,Bench,PF,23:00,4-11,0-0,0-0,10.5,0,11,11,3,1,0,0,0,8,1957,7,76404
Harry Gallatin,Starter,PF,24:00,4-7,0-0,0-2,9.8,0,11,11,1,3,0,0,0,8,1957,7,76773
Dick Garmaker,Starter,SG,18:00,5-10,0-0,0-0,7.8,0,7,7,1,2,0,0,0,10,1957,7,76783
Jack George,Bench,PG,21:00,3-6,0-0,2-2,8,0,1,1,5,1,0,0,0,8,1957,7,76800
Mel Hutchins,Bench,PF,26:00,4-12,0-0,2-3,5.1,0,7,7,0,0,0,0,0,10,1957,7,77089
Neil Johnston,Bench,C,23:00,8-12,0-0,3-3,15.6,0,9,9,1,2,0,0,0,19,1957,7,77169
Ed Macauley,Bench,C,19:00,3-6,0-0,1-2,8.5,0,5,5,3,0,0,0,0,7,1957,7,77429
Slater Martin,Starter,PG,31:00,4-11,0-0,0-0,3.8,0,2,2,3,1,0,0,0,8,1957,7,77480
Vern Mikkelsen,Bench,PF,21:00,3-10,0-0,0-4,3.2,0,9,9,1,3,0,0,0,6,1957,7,77593
Bob Pettit,Starter,C,31:00,8-18,0-0,5-6,14.5,0,11,11,2,2,0,0,0,21,1957,7,77847
Richie Regan,Bench,PG,21:00,2-7,0-0,0-0,2.8,0,4,4,1,0,0,0,0,4,1957,7,77932
Dolph Schayes,Starter,C,25:00,4-6,0-0,1-1,12.1,0,10,10,1,1,0,0,0,9,1957,7,78076
Bill Sharman,Starter,SG,23:00,5-17,0-0,2-2,7.5,0,6,6,5,1,0,0,0,12,1957,7,78126
Jack Twyman,Bench,SF,17:00,1-8,0-0,1-3,-3.6,0,0,0,1,1,0,0,0,3,1957,7,78388
George Yardley,Starter,SF,25:00,4-10,0-0,1-1,6.9,0,9,9,0,2,0,0,0,9,1957,7,78628
Bob Cousy,Starter,PG,28:00,4-14,0-0,2-2,9.5,0,5,5,7,0,0,0,0,10,1957,7,600003
Maurice Stokes,Starter,PF,31:00,8-19,0-0,3-3,19.1,0,12,12,7,1,0,0,0,19,1957,7,600016
Kenny Sears,Bench,PF,14:00,4-8,0-0,4-5,4.4,0,1,1,0,1,0,0,0,12,1958,8,11
Paul Arizin,Bench,SG,29:00,11-17,0-0,2-2,17,0,8,8,2,3,0,0,0,24,1958,8,76056
Larry Costello,Bench,PG,17:00,0-6,0-0,1-1,-0.1,0,1,1,4,2,0,0,0,1,1958,8,76454
Larry Foust,Bench,C,13:00,1-4,0-0,8-8,4.8,0,3,3,0,3,0,0,0,10,1958,8,76744
Dick Garmaker,Starter,SG,13:00,1-9,0-0,3-3,0.6,0,6,6,1,4,0,0,0,5,1958,8,76783
Richie Guerin,Bench,SG,22:00,2-10,0-0,3-4,9.5,0,8,8,7,3,0,0,0,7,1958,8,76902
Neil Johnston,Bench,C,22:00,6-13,0-0,2-2,8,0,8,8,1,5,0,0,0,14,1958,8,77169
Slater Martin,Starter,PG,26:00,2-9,0-0,2-4,5.8,0,2,2,8,3,0,0,0,6,1958,8,77480
Dick McGuire,Bench,PG,31:00,2-4,0-0,0-0,14.2,0,7,7,10,4,0,0,0,4,1958,8,77537
Willie Naulls,Starter,SF,15:00,3-9,0-0,2-2,2.8,0,3,3,0,0,0,0,0,8,1958,8,77693
Bob Pettit,Starter,C,38:00,10-21,0-0,8-10,28.5,0,26,26,1,1,0,0,0,28,1958,8,77847
Bill Russell,Starter,C,26:00,5-12,0-0,1-3,8.6,0,11,11,2,5,0,0,0,11,1958,8,78049
Dolph Schayes,Starter,PF,39:00,6-15,0-0,6-6,11.2,0,9,9,2,4,0,0,0,18,1958,8,78076
Bill Sharman,Starter,SG,25:00,6-19,0-0,3-3,4.6,0,4,4,3,2,0,0,0,15,1958,8,78126
Gene Shue,Bench,SG,25:00,8-11,0-0,2-3,8.6,0,2,2,0,3,0,0,0,18,1958,8,78142
Jack Twyman,Bench,SF,25:00,8-13,0-0,2-2,8.2,0,3,3,0,3,0,0,0,18,1958,8,78388
George Yardley,Starter,SF,32:00,8-15,0-0,3-5,13.1,0,9,9,1,1,0,0,0,19,1958,8,78628
Bob Cousy,Starter,PG,31:00,8-20,0-0,4-6,16.5,0,5,5,10,0,0,0,0,20,1958,8,600003
Maurice Stokes,Starter,PF,36:00,3-13,0-0,4-7,10.1,0,14,14,3,2,0,0,0,10,1958,8,600016
Red Kerr,Bench,C,21:00,3-14,0-0,1-2,4.5,0,9,9,2,0,0,0,0,7,1959,9,8
Kenny Sears,Starter,PF,26:00,5-9,0-0,5-5,11.4,0,8,8,1,4,0,0,0,15,1959,9,11
Paul Arizin,Starter,SF,30:00,4-15,0-0,8-9,6.4,0,8,8,0,2,0,0,0,16,1959,9,76056
Elgin Baylor,Starter,PF,32:00,10-20,0-0,4-5,14.9,0,11,11,1,3,0,0,0,24,1959,9,76127
Larry Costello,Bench,PG,18:00,3-8,0-0,1-1,5.4,0,3,3,3,1,0,0,0,7,1959,9,76454
Larry Foust,Bench,C,16:00,3-9,0-0,2-2,5.8,0,9,9,0,3,0,0,0,8,1959,9,76744
Dick Garmaker,Bench,SG,19:00,2-6,0-0,1-1,1.6,0,2,2,1,2,0,0,0,5,1959,9,76783
Richie Guerin,Bench,SG,22:00,1-7,0-0,3-5,2.6,0,3,3,3,1,0,0,0,5,1959,9,76902
Cliff Hagan,Starter,SF,22:00,6-12,0-0,3-3,11.4,0,8,8,3,5,0,0,0,15,1959,9,76912
Slater Martin,Starter,PG,22:00,2-6,0-0,1-2,4.2,0,6,6,1,2,0,0,0,5,1959,9,77480
Dick McGuire,Bench,PG,24:00,2-7,0-0,1-2,3.2,0,3,3,3,2,0,0,0,5,1959,9,77537
Bob Pettit,Starter,C,34:00,8-21,0-0,9-9,22.4,0,16,16,5,1,0,0,0,25,1959,9,77847
Bill Russell,Starter,C,27:00,3-10,0-0,1-1,4.9,0,9,9,1,4,0,0,0,7,1959,9,78049
Woody Sauldsberry,Bench,PF,18:00,5-11,0-0,4-4,7.8,0,2,2,3,2,0,0,0,14,1959,9,78064
Dolph Schayes,Starter,PF,22:00,3-14,0-0,7-8,7.2,0,13,13,1,6,0,0,0,13,1959,9,78076
Bill Sharman,Starter,SG,24:00,3-12,0-0,5-6,0.8,0,2,2,0,1,0,0,0,11,1959,9,78126
Gene Shue,Starter,SG,31:00,6-11,0-0,1-2,8,0,4,4,3,4,0,0,0,13,1959,9,78142
Jack Twyman,Bench,SF,23:00,8-12,0-0,2-4,14.5,0,8,8,3,4,0,0,0,18,1959,9,78388
George Yardley,Bench,SF,17:00,2-8,0-0,2-2,0.8,0,4,4,0,3,0,0,0,6,1959,9,78628
Bob Cousy,Starter,PG,32:00,4-8,0-0,5-6,12.5,0,5,5,4,0,0,0,0,13,1959,9,600003
Hot Rod Hundley,Bench,SG,23:00,5-12,0-0,0-0,4.2,0,3,3,2,2,0,0,0,10,1960,10,13
Elgin Baylor,Starter,SF,28:00,10-18,0-0,5-7,19.6,0,13,13,3,4,0,0,0,25,1960,10,76127
Wilt Chamberlain,Starter,C,30:00,9-20,0-0,5-7,25.6,0,25,25,2,1,0,0,0,23,1960,10,76375
Larry Costello,Bench,PG,20:00,5-9,0-0,0-0,7.8,0,4,4,2,1,0,0,0,10,1960,10,76454
Walter Dukes,Starter,C,26:00,2-10,0-0,0-1,6.9,0,15,15,1,3,0,0,0,4,1960,10,76611
Dick Garmaker,Bench,SG,23:00,5-11,0-0,1-2,7.5,0,4,4,3,1,0,0,0,11,1960,10,76783
Tom Gola,Bench,SF,20:00,5-13,0-0,2-3,4.6,0,4,4,2,3,0,0,0,12,1960,10,76828
Richie Guerin,Starter,SG,22:00,5-11,0-0,2-2,8,0,4,4,4,4,0,0,0,12,1960,10,76902
Cliff Hagan,Bench,SF,21:00,1-9,0-0,0-0,-1,0,3,3,2,1,0,0,0,2,1960,10,76912
Clyde Lovellette,Bench,C,18:00,6-11,0-0,0-0,10.2,0,8,8,1,1,0,0,0,12,1960,10,77414
Willie Naulls,Bench,PF,26:00,5-19,0-0,3-4,4.2,0,10,10,0,1,0,0,0,13,1960,10,77693
Chuck Noble,Bench,SG,11:00,0-5,0-0,0-0,-0.5,0,1,1,3,1,0,0,0,0,1960,10,77722
Bob Pettit,Starter,PF,28:00,4-15,0-0,3-6,9,0,14,14,2,2,0,0,0,11,1960,10,77847
Bill Russell,Starter,PF,27:00,3-7,0-0,0-2,8.5,0,8,8,3,1,0,0,0,6,1960,10,78049
Dolph Schayes,Starter,SF,27:00,8-19,0-0,3-3,9.6,0,10,10,0,3,0,0,0,19,1960,10,78076
Bill Sharman,Bench,PG,26:00,8-21,0-0,1-1,6.9,0,6,6,2,1,0,0,0,17,1960,10,78126
Gene Shue,Starter,PG,34:00,6-13,0-0,1-2,13,0,6,6,6,0,0,0,0,13,1960,10,78142
Jack Twyman,Starter,SG,28:00,11-17,0-0,5-8,14,0,5,5,1,4,0,0,0,27,1960,10,78388
George Yardley,Bench,SG,16:00,5-9,0-0,1-2,3.8,0,3,3,0,4,0,0,0,11,1960,10,78628
Bob Cousy,Starter,PG,26:00,1-7,0-0,0-0,7.5,0,5,5,8,2,0,0,0,2,1960,10,600003
Tommy Heinsohn,Starter,SF,19:00,2-16,0-0,0-0,-4.5,0,6,6,1,4,0,0,0,4,1961,11,10
Hot Rod Hundley,Bench,SG,14:00,6-10,0-0,2-2,7.2,0,0,0,2,1,0,0,0,14,1961,11,13
Paul Arizin,Bench,SG,17:00,6-12,0-0,5-6,6.2,0,2,2,1,4,0,0,0,17,1961,11,76056
Elgin Baylor,Starter,SF,27:00,3-11,0-0,9-10,12,0,10,10,4,5,0,0,0,15,1961,11,76127
Wilt Chamberlain,Starter,C,38:00,2-8,0-0,8-15,18.4,0,18,18,5,1,0,0,0,12,1961,11,76375
Larry Costello,Bench,PG,05:00,1-2,0-0,0-0,-0.5,0,0,0,0,2,0,0,0,2,1961,11,76454
Walter Dukes,Bench,C,17:00,3-6,0-0,2-2,4.8,0,4,4,1,4,0,0,0,8,1961,11,76611
Wayne Embry,Bench,C,08:00,2-4,0-0,0-0,3.2,0,3,3,0,0,0,0,0,4,1961,11,76668
Tom Gola,Bench,SF,25:00,6-13,0-0,2-4,8.5,0,5,5,3,2,0,0,0,14,1961,11,76828
Hal Greer,Bench,PG,18:00,7-11,0-0,0-0,11.2,0,6,6,2,2,0,0,0,14,1961,11,76882
Richie Guerin,Starter,SG,15:00,3-8,0-0,5-6,4.2,0,0,0,2,1,0,0,0,11,1961,11,76902
Cliff Hagan,Bench,SG,13:00,0-2,0-0,2-2,0.8,0,2,2,0,1,0,0,0,2,1961,11,76912
Bailey Howell,Bench,SF,16:00,5-10,0-0,3-4,7.2,0,3,3,3,4,0,0,0,13,1961,11,77070
Clyde Lovellette,Starter,C,31:00,10-19,0-0,1-1,14.9,0,10,10,3,4,0,0,0,21,1961,11,77414
Willie Naulls,Bench,PF,15:00,4-6,0-0,0-1,8.6,0,6,6,2,2,0,0,0,8,1961,11,77693
Bob Pettit,Starter,PF,32:00,13-22,0-0,3-7,15.6,0,9,9,0,2,0,0,0,29,1961,11,77847
Bill Russell,Bench,C,28:00,9-15,0-0,6-8,18,0,11,11,1,2,0,0,0,24,1961,11,78049
Dolph Schayes,Starter,PF,27:00,7-15,0-0,7-7,12.6,0,6,6,3,4,0,0,0,21,1961,11,78076
Gene Shue,Starter,PG,23:00,6-10,0-0,3-4,13.8,0,3,3,6,1,0,0,0,15,1961,11,78142
Jerry West,Bench,SG,25:00,2-8,0-0,5-6,4.8,0,2,2,4,3,0,0,0,9,1961,11,78497
Bob Cousy,Starter,PG,33:00,2-11,0-0,0-0,3,0,3,3,8,6,0,0,0,4,1961,11,600003
Oscar Robertson,Starter,SG,34:00,8-13,0-0,7-9,28.1,0,9,9,14,5,0,0,0,23,1961,11,600015
Tommy Heinsohn,Starter,SF,13:00,4-11,0-0,2-2,1.5,0,2,2,1,4,0,0,0,10,1962,12,10
Paul Arizin,Bench,SG,21:00,2-12,0-0,0-0,-5.5,0,2,2,0,4,0,0,0,4,1962,12,76056
Elgin Baylor,Starter,SF,37:00,10-23,0-0,12-14,19.2,0,9,9,4,2,0,0,0,32,1962,12,76127
Walt Bellamy,Starter,C,29:00,10-18,0-0,3-8,17.2,0,17,17,1,6,0,0,0,23,1962,12,76144
Wilt Chamberlain,Starter,C,37:00,17-23,0-0,8-16,35.8,0,24,24,1,4,0,0,0,42,1962,12,76375
Wayne Embry,Bench,C,16:00,2-6,0-0,0-0,1.5,0,4,4,1,4,0,0,0,4,1962,12,76668
Johnny Green,Bench,SF,21:00,2-4,0-0,3-3,3.9,0,2,2,0,1,0,0,0,7,1962,12,76867
