,FULL_NAME,STATUS,POSITION,MIN,FGM-A,FG3M-A,FTM-A,FIC,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,YEAR
7,Bill Laimbeer,Bench,C,06:00,1-1,0-0,0-0,0.8,1.0,0,1,0,1,0,1,0,2,1983.0
8,Sidney Moncrief,Bench,SG,23:00,8-14,0-0,4-5,21.6,3.0,2,5,4,1,6,1,1,20,1983.0
9,Robert Parish,Bench,C,18:00,5-6,0-0,3-4,9.2,0.0,3,3,0,2,1,1,1,13,1983.0
10,Reggie Theus,Bench,SG,08:00,0-5,0-0,0-0,-4.2,1.0,0,1,1,1,0,2,0,0,1983.0
11,Andrew Toney,Bench,PG,18:00,4-5,0-1,0-0,8.5,0.0,1,1,7,3,2,4,0,8,1983.0
12,Buck Williams,Bench,PF,19:00,3-4,0-0,2-4,11.5,3.0,4,7,1,0,1,0,0,8,1983.0
1,Kareem Abdul-Jabbar,Starter,C,32:00,9-12,0-0,2-3,23.4,2.0,4,6,5,1,1,1,4,20,1983.0
2,Alex English,Starter,SF,23:00,7-14,0-0,0-1,7.6,2.0,2,4,0,2,1,1,2,14,1983.0
3,Magic Johnson,Starter,PG,33:00,7-16,0-1,3-4,21.0,3.0,2,5,16,2,5,7,0,17,1983.0
4,Maurice Lucas,Starter,PF,27:00,3-8,0-0,0-1,4.6,1.0,6,7,1,1,0,1,0,6,1983.0
5,David Thompson,Starter,SG,17:00,5-7,0-0,0-0,4.5,0.0,1,1,2,2,1,3,0,10,1983.0
6,George Gervin,Bench,SF,14:00,3-8,1-1,2-2,5.8,0.0,0,0,3,3,2,0,0,9,1983.0
7,Artis Gilmore,Bench,C,16:00,2-4,0-0,1-2,4.2,1.0,4,5,1,4,1,1,0,5,1983.0
8,Jim Paxson,Bench,SG,17:00,5-7,0-0,1-2,4.0,0.0,0,0,1,0,2,4,0,11,1983.0
9,Jack Sikma,Bench,C,17:00,4-6,0-0,0-0,7.0,1.0,2,3,1,2,1,1,1,8,1983.0
10,Kiki Vandeweghe,Bench,SF,14:00,3-4,0-0,1-2,7.5,0.0,3,3,1,0,1,0,0,7,1983.0
11,Jamaal Wilkes,Bench,SG,15:00,4-6,0-0,2-2,7.5,1.0,1,2,2,0,1,2,0,10,1983.0
12,Gus Williams,Bench,PG,15:00,3-9,0-0,0-0,1.8,1.0,0,1,4,1,1,3,0,6,1983.0
1,Kareem Abdul-Jabbar,Starter,C,22:00,1-10,0-0,0-0,-2.5,1.0,2,3,1,3,0,1,2,2,1982.0
2,Adrian Dantley,Starter,SF,21:00,6-8,0-0,0-1,5.4,1.0,1,2,0,2,0,1,0,12,1982.0
3,George Gervin,Starter,SG,27:00,5-14,0-0,2-2,11.0,1.0,5,6,1,3,3,0,3,12,1982.0
4,Lonnie Shelton,Starter,PF,20:00,3-3,0-0,1-2,9.8,4.0,5,9,1,4,1,2,0,7,1982.0
5,Gus Williams,Starter,PG,26:00,9-19,0-1,4-4,15.8,2.0,0,2,9,1,1,2,0,22,1982.0
6,Alex English,Bench,SF,12:00,2-6,0-0,0-0,3.8,2.0,3,5,1,2,1,1,0,4,1982.0
7,Dennis Johnson,Bench,PG,15:00,0-2,0-0,1-2,2.5,2.0,3,5,1,1,0,3,2,1,1982.0
8,Magic Johnson,Bench,PG,23:00,5-9,0-0,6-7,13.9,3.0,1,4,7,5,0,1,0,16,1982.0
9,Bernard King,Bench,SF,14:00,2-7,0-0,2-2,5.0,0.0,4,4,1,2,3,2,1,6,1982.0
10,Moses Malone,Bench,C,20:00,5-11,0-0,2-6,9.0,5.0,6,11,0,2,1,3,1,12,1982.0
11,Norm Nixon,Bench,SG,19:00,7-14,0-0,0-0,6.5,0.0,0,0,2,0,1,0,0,14,1982.0
12,Jack Sikma,Bench,C,21:00,5-11,0-0,0-0,12.0,2.0,7,9,1,2,2,0,1,10,1982.0
1,Tiny Archibald,Starter,SG,23:00,2-5,0-0,2-2,7.8,1.0,1,2,7,3,1,2,0,6,1982.0
2,Larry Bird,Starter,PF,28:00,7-12,0-0,5-8,17.5,0.0,12,12,5,3,1,4,1,19,1982.0
3,Julius Erving,Starter,SF,32:00,7-16,0-0,2-4,8.2,3.0,5,8,2,4,1,4,2,16,1982.0
4,Artis Gilmore,Starter,C,16:00,3-6,0-0,1-1,3.6,1.0,2,3,2,4,0,2,1,7,1982.0
5,Isiah Thomas,Starter,PG,17:00,5-7,0-0,2-4,11.8,1.0,0,1,4,1,3,1,0,12,1982.0
6,Bobby Jones,Bench,SF,14:00,2-5,0-0,1-2,4.8,1.0,3,4,1,2,1,0,0,5,1982.0
7,Bob Lanier,Bench,C,11:00,3-7,0-0,2-2,3.2,2.0,1,3,0,3,0,1,1,8,1982.0
8,Sidney Moncrief,Bench,SG,22:00,3-11,0-0,0-2,0.8,3.0,1,4,1,2,1,1,0,6,1982.0
9,Robert Parish,Bench,C,20:00,9-12,0-0,3-4,16.8,0.0,7,7,1,2,0,1,2,21,1982.0
10,Micheal Ray Richardson,Bench,PG,20:00,5-10,0-0,0-0,8.5,0.0,2,2,4,1,2,1,0,10,1982.0
11,Kelly Tripucka,Bench,SF,15:00,3-7,0-0,0-0,2.5,0.0,1,1,2,0,0,1,0,6,1982.0
12,Buck Williams,Bench,PF,22:00,2-7,0-0,0-2,4.2,1.0,9,10,1,3,0,3,2,4,1982.0
1,Kareem Abdul-Jabbar,Starter,C,23:00,6-9,0-0,3-3,15.6,2.0,4,6,4,3,0,3,4,15,1981.0
2,Adrian Dantley,Starter,SF,21:00,3-9,0-0,2-2,5.2,2.0,3,5,0,1,1,0,0,8,1981.0
3,Walter Davis,Starter,PF,22:00,5-9,0-0,2-2,9.0,1.0,6,7,1,2,0,1,0,12,1981.0
4,George Gervin,Starter,SG,24:00,5-9,0-0,1-2,5.5,1.0,2,3,0,3,2,2,1,11,1981.0
5,Paul Westphal,Starter,PG,25:00,8-12,0-0,3-3,10.9,2.0,2,4,3,3,0,4,1,19,1981.0
6,Otis Birdsong,Bench,SG,12:00,0-3,0-0,1-2,-1.0,1.0,0,1,1,0,0,1,0,1,1981.0
7,Dennis Johnson,Bench,PG,24:00,5-8,0-0,9-10,12.5,1.0,1,2,1,1,3,2,0,19,1981.0
8,Moses Malone,Bench,C,22:00,3-8,0-0,2-4,7.0,2.0,4,6,3,3,1,1,0,8,1981.0
9,Truck Robinson,Bench,SF,21:00,3-6,0-0,0-0,1.8,2.0,3,5,2,4,0,4,0,6,1981.0
10,Jack Sikma,Bench,C,21:00,2-5,0-1,2-2,6.2,1.0,3,4,4,5,1,2,1,6,1981.0
11,Jamaal Wilkes,Bench,SF,25:00,6-12,0-0,3-3,12.9,2.0,6,8,3,3,2,2,0,15,1981.0
1,Larry Bird,Starter,PF,18:00,1-5,0-0,0-0,3.0,1.0,3,4,3,1,1,2,0,2,1981.0
2,Julius Erving,Starter,SF,29:00,6-15,0-0,6-7,9.1,3.0,0,3,2,2,2,2,1,18,1981.0
3,Artis Gilmore,Starter,C,22:00,5-7,0-0,1-2,10.8,1.0,5,6,2,4,0,0,1,11,1981.0
4,Eddie Johnson,Starter,SG,28:00,7-12,0-0,2-3,7.1,1.0,1,2,2,1,1,3,0,16,1981.0
5,Reggie Theus,Starter,PG,19:00,4-7,0-0,0-0,4.5,0.0,1,1,3,0,2,4,0,8,1981.0
6,Tiny Archibald,Bench,PG,25:00,4-7,0-0,1-3,14.9,0.0,5,5,9,3,3,2,0,9,1981.0
7,Marques Johnson,Bench,SF,19:00,1-2,0-0,5-6,7.5,1.0,3,4,2,2,0,0,0,7,1981.0
8,Bobby Jones,Bench,SF,16:00,5-11,0-0,1-1,6.6,1.0,3,4,0,2,1,0,1,11,1981.0
9,Mike Mitchell,Bench,SF,15:00,6-12,0-0,2-2,9.2,4.0,0,4,2,2,1,1,0,14,1981.0
10,Robert Parish,Bench,C,25:00,5-18,0-0,6-6,10.8,6.0,4,10,2,3,0,1,2,16,1981.0
11,Micheal Ray Richardson,Bench,PG,24:00,5-7,0-1,1-2,12.8,2.0,3,5,3,3,4,2,0,11,1981.0
1,Kareem Abdul-Jabbar,Starter,C,30:00,6-17,0-0,5-6,18.8,5.0,11,16,9,5,0,9,6,17,1980.0
2,Adrian Dantley,Starter,SF,30:00,8-15,0-0,7-8,15.0,4.0,1,5,2,1,2,2,0,23,1980.0
3,World B. Free,Starter,PG,21:00,7-13,0-0,0-1,6.9,1.0,2,3,5,1,0,5,1,14,1980.0
4,Marques Johnson,Starter,PF,34:00,1-6,0-0,2-2,4.0,1.0,3,4,1,2,1,0,1,4,1980.0
5,Magic Johnson,Starter,SG,24:00,5-8,0-1,2-2,12.8,2.0,0,2,4,3,3,2,2,12,1980.0
6,Otis Birdsong,Bench,SG,14:00,1-2,0-0,0-0,0.0,0.0,0,0,0,1,1,1,0,2,1980.0
7,Walter Davis,Bench,SF,23:00,5-10,0-0,2-2,9.2,2.0,2,4,2,2,4,3,0,12,1980.0
8,Dennis Johnson,Bench,PG,20:00,7-13,0-0,5-6,11.0,2.0,2,4,1,3,2,2,1,19,1980.0
9,Jack Sikma,Bench,C,28:00,4-10,0-1,0-0,12.5,2.0,6,8,4,5,2,1,3,8,1980.0
10,Kermit Washington,Bench,PF,14:00,1-6,0-0,2-4,4.0,4.0,4,8,1,4,0,1,1,4,1980.0
11,Paul Westphal,Bench,PG,27:00,8-14,0-2,5-6,11.8,1.0,0,1,5,5,2,3,1,21,1980.0
1,John Drew,Starter,SF,15:00,0-4,0-0,4-5,-1.9,1.0,2,3,0,5,2,3,0,4,1980.0
2,Julius Erving,Starter,PF,20:00,4-12,0-0,3-4,5.2,2.0,3,5,2,5,2,2,1,11,1980.0
3,George Gervin,Starter,SG,40:00,14-26,0-0,6-9,21.6,4.0,6,10,3,2,3,3,0,34,1980.0
4,Eddie Johnson,Starter,PG,32:00,11-16,0-0,0-0,21.0,1.0,0,1,7,2,6,2,0,22,1980.0
5,Moses Malone,Starter,C,31:00,7-12,0-0,6-12,15.0,6.0,6,12,2,4,1,5,2,20,1980.0
6,Tiny Archibald,Bench,PG,21:00,0-8,0-0,2-3,2.9,1.0,2,3,6,1,2,2,0,2,1980.0
7,Larry Bird,Bench,SF,23:00,3-6,1-2,0-0,12.2,3.0,3,6,7,1,1,3,0,7,1980.0
8,Bill Cartwright,Bench,C,14:00,4-8,0-0,0-0,3.0,1.0,2,3,1,1,0,2,0,8,1980.0
9,Elvin Hayes,Bench,SF,29:00,5-10,0-0,2-2,11.5,2.0,3,5,4,5,1,3,4,12,1980.0
10,Micheal Ray Richardson,Bench,PG,13:00,3-7,0-0,0-0,1.8,1.0,0,1,2,2,1,2,0,6,1980.0
11,Dan Roundfield,Bench,PF,27:00,7-15,0-0,4-9,14.4,9.0,4,13,0,2,1,3,2,18,1980.0
1,Kareem Abdul-Jabbar,Starter,C,28:00,5-12,0-0,1-2,7.5,1.0,7,8,3,4,1,3,1,11,1979.0
2,Marques Johnson,Starter,SF,20:00,3-11,0-0,4-6,6.2,3.0,3,6,2,1,0,0,0,10,1979.0
3,George McGinnis,Starter,PF,25:00,5-12,0-0,6-11,13.9,2.0,4,6,3,4,5,0,0,16,1979.0
4,David Thompson,Starter,SG,34:00,11-17,0-0,3-7,15.1,3.0,2,5,2,4,1,1,1,25,1979.0
5,Paul Westphal,Starter,PG,21:00,8-12,0-0,1-2,12.0,0.0,1,1,5,0,0,1,0,17,1979.0
6,Otis Birdsong,Bench,SG,14:00,4-6,0-0,1-2,6.0,1.0,1,2,0,1,2,1,0,9,1979.0
7,Walter Davis,Bench,SF,19:00,4-9,0-0,0-0,7.5,1.0,3,4,4,0,1,2,0,8,1979.0
8,Artis Gilmore,Bench,C,15:00,3-4,0-0,2-2,5.8,1.0,0,1,2,1,0,1,0,8,1979.0
9,Dennis Johnson,Bench,PG,27:00,5-7,0-0,2-2,8.5,1.0,0,1,3,3,0,1,1,12,1979.0
10,Maurice Lucas,Bench,PF,19:00,4-10,0-0,2-2,2.8,1.0,6,7,1,5,0,3,0,10,1979.0
11,Jack Sikma,Bench,C,18:00,4-5,0-0,0-0,7.0,1.0,3,4,0,1,0,0,0,8,1979.0
1,Julius Erving,Starter,SF,39:00,10-22,0-0,9-12,19.5,6.0,2,8,5,4,2,1,0,29,1979.0
2,George Gervin,Starter,SG,34:00,8-16,0-0,10-11,13.9,2.0,4,6,2,4,1,3,1,26,1979.0
3,Moses Malone,Starter,C,17:00,2-2,0-0,4-5,11.4,2.0,5,7,1,0,1,1,0,8,1979.0
4,Pete Maravich,Starter,PG,14:00,5-8,0-0,0-0,3.0,0.0,2,2,2,1,0,4,0,10,1979.0
5,Rudy Tomjanovich,Starter,PF,24:00,6-13,0-0,0-0,7.8,4.0,2,6,1,2,0,0,0,12,1979.0
6,Bob Dandridge,Bench,SG,18:00,3-5,0-0,2-3,4.9,2.0,1,3,1,2,0,1,0,8,1979.0
7,Elvin Hayes,Bench,PF,28:00,5-11,0-0,3-5,12.1,4.0,9,13,0,5,1,1,1,13,1979.0
8,Larry Kenon,Bench,SF,07:00,1-3,0-0,1-2,2.5,0.0,2,2,1,0,0,0,0,3,1979.0
9,Bob Lanier,Bench,PF,31:00,5-10,0-0,0-0,9.8,1.0,3,4,4,4,1,0,1,10,1979.0
10,Calvin Murphy,Bench,PG,15:00,3-5,0-0,0-0,4.0,0.0,1,1,5,4,2,4,0,6,1979.0
11,Campy Russell,Bench,SF,13:00,2-8,0-0,0-0,-2.0,1.0,0,1,0,0,0,1,0,4,1979.0
1,Rick Barry,Starter,SF,30:00,7-17,0-0,1-1,5.4,2.0,2,4,5,6,3,5,0,15,1978.0
2,Maurice Lucas,Starter,PF,33:00,6-13,0-0,0-0,17.5,6.0,7,13,4,2,1,0,0,12,1978.0
3,David Thompson,Starter,SG,35:00,10-16,0-0,2-4,8.8,0.0,3,3,3,4,1,4,0,22,1978.0
4,Bill Walton,Starter,C,31:00,6-14,0-0,3-3,12.9,2.0,8,10,2,3,3,4,2,15,1978.0
5,Paul Westphal,Starter,PG,24:00,9-14,0-0,2-5,9.6,0.0,0,0,5,4,1,3,1,20,1978.0
6,Walter Davis,Bench,SG,15:00,3-6,0-0,4-4,11.2,0.0,1,1,6,1,1,0,0,10,1978.0
7,Artis Gilmore,Bench,C,13:00,2-4,0-0,6-8,7.0,0.0,2,2,0,1,1,1,2,10,1978.0
8,Lionel Hollins,Bench,PG,23:00,3-8,0-0,4-5,10.1,0.0,0,0,8,2,2,1,0,10,1978.0
9,Bobby Jones,Bench,SF,18:00,1-3,0-0,0-0,4.5,1.0,5,6,2,4,0,1,1,2,1978.0
10,Bob Lanier,Bench,PF,04:00,0-0,0-0,1-2,1.2,2.0,0,2,0,0,0,1,0,1,1978.0
11,Brian Winters,Bench,SG,14:00,4-7,0-0,0-0,3.2,2.0,2,4,1,2,0,3,0,8,1978.0
1,Dave Cowens,Starter,C,28:00,7-9,0-0,0-0,21.8,6.0,8,14,5,5,2,2,0,14,1978.0
2,Julius Erving,Starter,SF,27:00,3-14,0-0,10-12,9.0,2.0,6,8,3,1,0,2,1,16,1978.0
3,George Gervin,Starter,SG,18:00,4-11,0-0,1-3,2.4,1.0,1,2,1,2,2,2,1,9,1978.0
4,John Havlicek,Starter,PG,22:00,5-8,0-0,0-0,2.2,0.0,3,3,1,2,0,4,0,10,1978.0
5,Larry Kenon,Starter,PF,20:00,8-15,0-0,0-0,6.5,3.0,1,4,0,0,0,2,0,16,1978.0
6,Doug Collins,Bench,PG,27:00,3-8,0-0,8-11,13.1,4.0,1,5,8,3,2,4,0,14,1978.0
7,Elvin Hayes,Bench,SF,11:00,1-7,0-0,0-0,-1.5,3.0,1,4,0,4,1,1,0,2,1978.0
8,Moses Malone,Bench,C,14:00,1-1,0-0,2-4,6.5,1.0,3,4,1,1,1,0,0,4,1978.0
9,Bob McAdoo,Bench,C,20:00,7-14,0-0,0-0,4.2,3.0,1,4,0,2,1,3,0,14,1978.0
10,Truck Robinson,Bench,PF,24:00,3-7,0-0,1-2,3.0,2.0,4,6,1,2,0,3,0,7,1978.0
11,Randy Smith,Bench,PG,29:00,11-14,0-0,5-6,22.8,3.0,4,7,6,5,2,3,0,27,1978.0
1,Dan Issel,Starter,C,10:00,0-3,0-0,0-0,-1.2,1.0,0,1,0,0,0,0,0,0,1977.0
2,Bobby Jones,Starter,SF,14:00,1-4,0-0,0-0,3.0,0.0,0,0,3,0,0,0,1,2,1977.0
3,David Thompson,Starter,PF,29:00,7-9,0-0,4-6,18.8,0.0,7,7,3,3,3,0,0,18,1977.0
4,Norm Van Lier,Starter,SG,14:00,1-3,0-0,0-0,0.5,0.0,1,1,1,2,0,0,0,2,1977.0
5,Paul Westphal,Starter,PG,31:00,10-16,0-0,0-0,18.8,0.0,1,1,6,2,3,0,2,20,1977.0
6,Kareem Abdul-Jabbar,Bench,C,23:00,8-14,0-0,5-6,14.5,3.0,1,4,2,1,0,0,1,21,1977.0
7,Rick Barry,Bench,PG,29:00,7-16,0-0,4-4,17.2,1.0,3,4,8,1,2,0,0,18,1977.0
8,Don Buse,Bench,SG,19:00,2-4,0-0,0-0,11.5,0.0,2,2,5,0,4,0,0,4,1977.0
9,Billy Knight,Bench,SF,12:00,1-5,0-0,2-2,5.5,1.0,4,5,0,0,2,0,0,4,1977.0
10,Bob Lanier,Bench,PF,20:00,7-8,0-0,3-3,23.1,5.0,5,10,4,3,1,0,1,17,1977.0
11,Maurice Lucas,Bench,PF,11:00,3-9,0-0,0-0,5.8,2.0,2,4,2,2,1,0,1,6,1977.0
12,Phil Smith,Bench,PG,28:00,6-13,0-0,1-2,14.8,1.0,5,6,8,3,1,0,0,13,1977.0
1,Doug Collins,Starter,SG,21:00,3-6,0-0,2-2,10.5,1.0,1,2,6,2,1,0,0,8,1977.0
2,Julius Erving,Starter,SF,32:00,12-20,0-0,6-6,30.0,5.0,7,12,3,2,4,0,1,30,1977.0
3,Pete Maravich,Starter,PG,21:00,5-13,0-0,0-0,7.8,0.0,0,0,4,1,4,0,0,10,1977.0
4,Bob McAdoo,Starter,C,38:00,13-23,0-0,4-4,24.0,3.0,7,10,2,3,3,0,1,30,1977.0
5,George McGinnis,Starter,PF,26:00,2-9,0-0,0-2,7.5,5.0,2,7,2,3,4,0,0,4,1977.0
6,Phil Chenier,Bench,SG,12:00,3-6,0-0,0-0,3.2,0.0,1,1,1,0,0,0,0,6,1977.0
7,George Gervin,Bench,SG,12:00,0-6,0-0,0-0,-3.2,0.0,1,1,0,1,0,0,1,0,1977.0
8,John Havlicek,Bench,PG,17:00,2-5,0-0,0-0,1.5,0.0,1,1,1,1,0,0,0,4,1977.0
9,Elvin Hayes,Bench,PF,11:00,6-6,0-0,0-0,7.5,0.0,2,2,1,5,0,0,0,12,1977.0
10,Earl Monroe,Bench,SF,15:00,2-7,0-0,0-0,1.2,0.0,0,0,3,1,0,0,0,4,1977.0
11,Rudy Tomjanovich,Bench,PF,22:00,3-9,0-0,0-0,9.8,2.0,8,10,1,1,1,0,1,6,1977.0
12,Jo Jo White,Bench,SG,15:00,5-7,0-0,0-0,7.5,0.0,1,1,2,0,0,0,0,10,1977.0
1,Kareem Abdul-Jabbar,Starter,C,36:00,9-16,0-0,4-4,24.8,2.0,13,15,3,3,0,0,3,22,1976.0
2,Tiny Archibald,Starter,PG,30:00,5-13,0-0,3-3,15.4,2.0,3,5,7,0,2,0,0,13,1976.0
3,Rick Barry,Starter,PF,28:00,6-15,0-0,5-5,8.9,2.0,2,4,2,5,2,0,0,17,1976.0
4,Bob Dandridge,Starter,SF,27:00,5-10,0-0,0-0,9.2,5.0,1,6,0,4,3,0,0,10,1976.0
5,Brian Winters,Starter,SG,16:00,1-5,0-0,0-0,0.8,0.0,2,2,1,2,1,0,0,2,1976.0
6,Alvan Adams,Bench,C,11:00,2-4,0-0,0-0,3.2,2.0,1,3,0,1,0,0,0,4,1976.0
7,Fred Brown,Bench,SG,24:00,7-13,0-0,0-0,8.8,0.0,0,0,1,3,5,0,0,14,1976.0
8,Curtis Rowe,Bench,PF,08:00,0-2,0-0,1-2,-0.8,0.0,2,2,0,2,0,0,0,1,1976.0
9,Phil Smith,Bench,SG,12:00,3-7,0-0,1-4,0.5,0.0,1,1,0,1,0,0,0,7,1976.0
10,Norm Van Lier,Bench,PG,14:00,1-4,0-0,1-2,1.2,1.0,0,1,0,2,1,0,1,3,1976.0
11,Scott Wedman,Bench,SF,20:00,4-5,0-0,0-0,10.8,0.0,6,6,2,2,1,0,0,8,1976.0
12,Jamaal Wilkes,Bench,SF,14:00,3-9,0-0,2-2,7.2,3.0,1,4,2,0,1,0,0,8,1976.0
1,Dave Bing,Starter,SG,26:00,7-11,0-0,2-2,13.0,1.0,2,3,4,1,0,0,0,16,1976.0
2,Walt Frazier,Starter,PG,19:00,2-7,0-0,4-4,7.8,0.0,2,2,3,0,2,0,0,8,1976.0
3,John Havlicek,Starter,SF,21:00,3-10,0-0,3-3,5.1,1.0,1,2,2,0,1,0,0,9,1976.0
4,Elvin Hayes,Starter,C,31:00,6-14,0-0,0-2,8.5,3.0,7,10,1,5,1,0,0,12,1976.0
5,Bob McAdoo,Starter,PF,29:00,10-14,0-0,2-4,14.2,2.0,5,7,1,5,0,0,0,22,1976.0
6,Doug Collins,Bench,SF,20:00,5-10,0-0,2-2,13.2,2.0,4,6,3,3,3,0,0,12,1976.0
7,Dave Cowens,Bench,C,23:00,6-13,0-0,4-5,18.9,8.0,8,16,1,3,1,0,0,16,1976.0
8,John Drew,Bench,SF,09:00,1-3,0-0,0-0,1.2,1.0,2,3,0,2,0,0,0,2,1976.0
9,George McGinnis,Bench,PF,19:00,4-9,0-0,2-4,8.2,1.0,6,7,2,2,0,0,0,10,1976.0
10,Randy Smith,Bench,SG,15:00,4-7,0-0,0-0,8.8,1.0,0,1,3,0,1,0,1,8,1976.0
11,Rudy Tomjanovich,Bench,PF,12:00,1-2,0-0,0-0,2.0,1.0,2,3,0,2,0,0,0,2,1976.0
12,Jo Jo White,Bench,SG,16:00,3-7,0-0,0-0,4.0,0.0,1,1,1,1,2,0,0,6,1976.0
1,Walt Frazier,Starter,PG,35:00,10-17,0-0,10-11,21.9,0.0,5,5,2,2,4,0,0,30,1975.0
2,John Havlicek,Starter,SF,31:00,7-12,0-0,2-2,13.0,1.0,5,6,1,2,2,0,0,16,1975.0
3,Elvin Hayes,Starter,C,17:00,2-6,0-0,0-0,5.8,0.0,5,5,2,1,1,0,0,4,1975.0
4,Bob McAdoo,Starter,PF,26:00,4-9,0-0,3-3,8.6,4.0,2,6,2,4,0,0,0,11,1975.0
5,Earl Monroe,Starter,SG,25:00,3-8,0-0,3-5,5.4,0.0,3,3,2,2,1,0,0,9,1975.0
6,Phil Chenier,Bench,PG,23:00,4-8,0-0,1-2,7.2,2.0,0,2,1,0,2,0,0,9,1975.0
7,Dave Cowens,Bench,C,15:00,3-7,0-0,0-0,7.2,0.0,6,6,3,4,1,0,0,6,1975.0
8,Steve Mix,Bench,SF,11:00,2-5,0-0,0-0,0.8,0.0,2,2,0,2,0,0,0,4,1975.0
9,Paul Silas,Bench,PF,15:00,2-4,0-0,2-2,8.8,0.0,2,2,2,2,4,0,0,6,1975.0
10,Rudy Tomjanovich,Bench,SF,14:00,0-3,0-0,0-0,-1.2,1.0,2,3,0,3,0,0,0,0,1975.0
11,Wes Unseld,Bench,PF,15:00,2-3,0-0,2-2,10.0,2.0,4,6,1,2,2,0,0,6,1975.0
12,Jo Jo White,Bench,PG,13:00,1-2,0-0,5-6,7.5,0.0,1,1,4,1,0,0,0,7,1975.0
1,Kareem Abdul-Jabbar,Starter,C,19:00,3-10,0-0,1-2,10.5,5.0,5,10,3,2,0,0,1,7,1975.0
2,Tiny Archibald,Starter,PG,36:00,10-15,0-0,7-8,23.5,1.0,1,2,6,2,3,0,1,27,1975.0
3,Rick Barry,Starter,SF,38:00,11-20,0-0,0-0,26.0,1.0,4,5,8,4,8,0,1,22,1975.0
4,Gail Goodrich,Starter,SG,15:00,2-4,0-0,0-0,5.2,0.0,1,1,4,1,0,0,0,4,1975.0
5,Spencer Haywood,Starter,PF,17:00,1-9,0-0,0-0,-2.8,1.0,2,3,0,1,0,0,0,2,1975.0
6,Dave Bing,Bench,PG,12:00,0-2,0-0,2-2,0.8,0.0,0,0,1,0,0,0,0,2,1975.0
7,Bob Dandridge,Bench,SF,18:00,2-6,0-0,0-0,2.8,1.0,1,2,1,3,2,0,0,4,1975.0
8,Sam Lacey,Bench,C,17:00,2-6,0-0,2-2,9.8,3.0,4,7,1,2,2,0,1,6,1975.0
9,Bob Lanier,Bench,C,12:00,1-4,0-0,0-0,7.2,2.0,5,7,2,3,2,0,0,2,1975.0
10,Jim Price,Bench,SG,17:00,3-9,0-0,2-2,2.0,0.0,2,2,0,4,2,0,0,8,1975.0
11,Charlie Scott,Bench,SG,16:00,1-6,0-0,0-0,-1.2,1.0,1,2,1,3,0,0,0,2,1975.0
12,Sidney Wicks,Bench,PF,23:00,7-19,0-0,2-3,9.9,4.0,5,9,1,1,0,0,1,16,1975.0
1,Dave Cowens,Starter,C,26:00,5-10,0-0,1-3,13.4,6.0,6,12,1,3,0,0,1,11,1974.0
2,Walt Frazier,Starter,PG,28:00,5-12,0-0,2-2,11.5,1.0,1,2,5,1,3,0,0,12,1974.0
3,John Havlicek,Starter,SF,18:00,5-10,0-0,0-2,3.8,0.0,0,0,2,2,1,0,0,10,1974.0
4,Lou Hudson,Starter,PF,17:00,5-8,0-0,2-2,8.8,1.0,2,3,1,2,0,0,1,12,1974.0
5,Pete Maravich,Starter,SG,22:00,4-15,0-0,7-9,5.9,1.0,2,3,4,2,0,0,0,15,1974.0
6,Austin Carr,Bench,SG,05:00,0-4,0-0,0-0,-2.8,0.0,1,1,0,1,0,0,0,0,1974.0
7,Phil Chenier,Bench,PG,13:00,3-6,0-0,1-2,4.5,1.0,1,2,1,0,0,0,0,7,1974.0
8,Dave DeBusschere,Bench,SF,24:00,8-14,0-0,0-0,11.2,2.0,1,3,3,2,1,0,0,16,1974.0
9,Elvin Hayes,Bench,C,35:00,5-13,0-0,2-3,18.4,4.0,11,15,6,4,0,0,1,12,1974.0
10,Bob McAdoo,Bench,PF,13:00,3-4,0-0,5-8,7.5,1.0,2,3,1,4,0,0,1,11,1974.0
11,Rudy Tomjanovich,Bench,PF,17:00,2-5,0-0,0-0,4.0,2.0,3,5,0,1,0,0,0,4,1974.0
12,Jo Jo White,Bench,PG,22:00,6-12,0-0,1-3,14.4,2.0,4,6,4,1,2,0,1,13,1974.0
1,Kareem Abdul-Jabbar,Starter,C,23:00,7-11,0-0,0-0,19.0,1.0,7,8,6,2,1,0,1,14,1974.0
2,Rick Barry,Starter,PF,19:00,3-6,0-0,2-2,8.5,1.0,3,4,3,3,1,0,0,8,1974.0
3,Gail Goodrich,Starter,PG,26:00,9-16,0-0,0-0,15.2,1.0,3,4,6,2,1,0,0,18,1974.0
4,Geoff Petrie,Starter,SG,26:00,3-11,0-0,2-2,5.2,1.0,1,2,4,1,1,0,0,8,1974.0
5,Chet Walker,Starter,SF,14:00,4-5,0-0,4-4,8.8,0.0,2,2,1,1,0,0,0,12,1974.0
6,Dave Bing,Bench,SG,16:00,2-9,0-0,1-1,4.1,1.0,5,6,2,1,0,0,0,5,1974.0
7,Spencer Haywood,Bench,PF,33:00,10-17,0-0,3-3,23.4,2.0,9,11,5,5,0,0,3,23,1974.0
8,Bob Lanier,Bench,C,26:00,11-15,0-0,2-2,23.5,2.0,8,10,2,1,0,0,2,24,1974.0
9,Charlie Scott,Bench,SG,19:00,0-4,0-0,2-2,3.0,0.0,1,1,4,2,0,0,1,2,1974.0
